1,1,"policier",1,"quoi","Choisir un crime ou entrer une valeur","text","¤meurtre¤vol¤viol¤enlèvement¤chantage¤torture¤terrorisme¤conspiration",null
2,1,"policier",2,"pourquoi","Choisir un mobile ou entrer une valeur","text","¤passionnel¤vengeance¤folie¤financier¤rançon¤idéologique¤survie",null
3,1,"policier",3,"qui","Choisir un coupable ou entrer une valeur","text","¤psychopathe¤tueur en série¤terroriste¤monsieur tout le monde¤femme fatale¤tueur à gage¤victime d'un complot",null
4,1,"policier",4,"qui","Choisir une victime ou entrer une valeur","text","¤homme¤femme¤enfant¤groupe¤animal",null
